;ID_PROPOSTA;UF_PROPONENTE;MUNIC_PROPONENTE;COD_MUNIC_IBGE;COD_ORGAO_SUP;DESC_ORGAO_SUP;NATUREZA_JURIDICA;NR_PROPOSTA;DIA_PROP;MES_PROP;ANO_PROP;DIA_PROPOSTA;COD_ORGAO;DESC_ORGAO;MODALIDADE;IDENTIF_PROPONENTE;NM_PROPONENTE;CEP_PROPONENTE;ENDERECO_PROPONENTE;BAIRRO_PROPONENTE;NM_BANCO;SITUACAO_CONTA;SITUACAO_PROJETO_BASICO;SIT_PROPOSTA;DIA_INIC_VIGENCIA_PROPOSTA;DIA_FIM_VIGENCIA_PROPOSTA;OBJETO_PROPOSTA;VL_GLOBAL_PROP;VL_REPASSE_PROP;VL_CONTRAPARTIDA_PROP;NR_CONVENIO;DIA;MES;ANO;DIA_ASSIN_CONV;SIT_CONVENIO;SUBSITUACAO_CONV;SITUACAO_PUBLICACAO;INSTRUMENTO_ATIVO;IND_OPERA_OBTV;NR_PROCESSO;UG_EMITENTE;DIA_PUBL_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIAS_PREST_CONTAS;DIA_LIMITE_PREST_CONTAS;SITUACAO_CONTRATACAO;QTDE_CONVENIOS;QTD_TA;QTD_PRORROGA;VL_GLOBAL_CONV;VL_REPASSE_CONV;VL_CONTRAPARTIDA_CONV;VL_EMPENHADO_CONV;VL_DESEMBOLSADO_CONV;VL_SALDO_REMAN_TESOURO;VL_SALDO_REMAN_CONVENENTE;VL_RENDIMENTO_APLICACAO;VL_INGRESSO_CONTRAPARTIDA
24;11274;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;8509/2008;13;11;2008;13/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;A implantação dos Laboratórios para o Curso de Farmácia viabilizará a formação de profissionais. para atuar nas áreas de medicamentos. alimentos e análises clínicas. capacitados para responder aos desafios da sociedade bem como as necessidades emergentes das novas áreas de atuação do mercado de trabalho.;111717.32;100000;11717.32;702102;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.025313/2008-31;150011.0;31/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;111717.32;100000;11717.32;100000;;;;;
25;11523;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;8757/2008;14;11;2008;14/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;30/11/2012;Construção de Rede de Energia Elétrica trifasica – 34.5 KV. com 3 postos de transformação totalizando 375 KVA. sendo 500 metros de rede de baixa tensão com iluminação e 395 metros de rede de alta tensão. a ser instalada na Fazenda Experimental “Prof. Dr. Antônio Carlos dos Santos Pessoa”. da UNIOESTE – Campus de Marechal Cândido Rondon. localizada na Linha Guará.;130370.47;100000;30370.47;701965;24;12;2008;24/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.014501/2008-34;150011.0;31/12/2008;30/12/2008;30/11/2012;61;30/01/2013;;1;4.0;2.0;130370.47;100000;30370.47;100000;100000;4599.61;3675.7;8174.11;28300
26;11570;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;8804/2008;14;11;2008;14/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Reforma dos Blocos das Salas de Aula e Espaço de Circulação. com área total de construção de 5.742.40m².;165000;100000;65000;701968;24;12;2008;24/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.014300/2008-37;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;165000;100000;65000;100000;;;;;
27;11590;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;8822/2008;14;11;2008;14/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Conclusão do Pavimento Térreo do Bloco de Salas de Aula com Cantina Universitária e Auditório – 2ª Etapa do Bloco I da UNIOESTE. Campus de Marechal Cândido Rondon.;250113;200000;50113;701683;23;12;2008;23/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;2.30000137142008E+016;150011.0;24/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;250113;200000;50113;200000;;;;;
28;11603;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;8835/2008;14;11;2008;14/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Construção do Almoxarifado com área de 186.50m² e reforma nos Laboratórios do Centro de Ciências Agrárias (CCA) com área de 991.90m² da UNIOESTE/Campus de Marechal Cândido Rondon.;250113;200000;50113;701684;23;12;2008;23/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;2.30000145462008E+016;150011.0;24/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;250113;200000;50113;200000;;;;;
29;12640;MG;MONTES CLAROS;3143302.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;9864/2008;18;11;2008;18/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;22675359000100;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;39401089;CAMPUS UNIVERSITARIO PROF. DARCY RIBEIRO. S/ - VILA MAURICEIA. MONTES CLAROS - MG. CEP: 39401-089;VILA MAURICEIA;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;31/12/2012;Apoio Financeiro para Aquisição de Materiais de Consumo. Equipamentos e Material Permanente. Reformas e construção de salas de aulas na Universidade Estadual de Montes Claros - Unimontes;10465787;8371138;2094649;702914;31;12;2008;31/12/2008;Prestação de Contas em Complementação;;Publicado;SIM;NÃO;23000.025701/2008-12;150011.0;06/01/2009;31/12/2008;31/12/2012;0;31/12/2012;;1;2.0;1.0;10465787;8371138;2094649;8371138;8371138;;;;2094649
30;12803;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;10027/2008;18;11;2008;18/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Equipar a Clínica Escola de Fisioterapia da Universidade Estadual do Sudoeste da Bahia - UESB;111926.73;100000;11926.73;702088;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.025289/2008-31;150011.0;31/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;111926.73;100000;11926.73;100000;;;;;
31;13144;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;10367/2008;19;11;2008;19/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;AMPLIAÇÃO DA INFRAESTRUTURA DOS NÚCLEOS DE DESENVOLVIMENTO HUMANO – NDH EM JEQUIÉ (UESB). O Núcleo de Desenvolvimento Humano – NDH trata-se de um espaço onde é viabilizado o desenvolvimento de ações conjuntas entre a Universidade Estadual do Sudoeste da Bahia – UESB. Campus de Jequié. e a comunidade (Associações. Igrejas. etc) com vistas a contribuir para a inclusão social de comunidades carentes a partir da execução de ações que proporcionem a inclusão digital e o desenvolvimento humano/profissional.;100106.5;70000;30106.5;702098;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.021219/2008-11;150011.0;05/01/2009;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;100106.5;70000;30106.5;70000;;;;;
32;13230;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;10453/2008;19;11;2008;19/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Implantação do Centro de Pesquisa e Desenvolvimento de Softwares na Universidade Estadual do Sudoeste da Bahia – UESB. Campus de Jequié. o qual irá contribuir para o fortalecimento e consolidação das ações de implementação do Pólo de Tecnologia da Informação – TI da Cidade de Jequié.;166886;150000;16886;702084;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.021225/2008-61;150011.0;31/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;166886;150000;16886;150000;;;;;
33;14066;MA;SAO LUIS;2111300.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;11222/2008;20;11;2008;20/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;6352421000168;UNIVERSIDADE ESTADUAL DO MARANHAO;65099110;SETOR CID UNIVERSITARIA P VI. S/N - TIRIRICAL. SAO LUIS - MA. CEP: 65099-110;TIRIRICAL;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;30/12/2010;Modernização do Centro de Estudos Superiores de Imperatriz - CESI / UEMA.;200000;180000;20000;702899;31;12;2008;31/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.009409/2008-52;150011.0;06/01/2009;31/12/2008;30/12/2010;60;28/02/2011;;1;1.0;1.0;200000;180000;20000;180000;180000;;;;
34;15194;SP;SAO PAULO;3550308.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12331/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;63025530000104;UNIVERSIDADE DE SAO PAULO;5508220;RUA DA REITORIA. 374 - BUTANTA. SAO PAULO - SP. CEP: 05508-220;BUTANTA;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;31/12/2010;Construção da primeira fase do Centro de Convenções no campus da Universidade de São Paulo na cidade de Ribeirão Preto;946588.02;600000;346588.02;702873;31;12;2008;31/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.014523/2008-02;150011.0;06/01/2009;31/12/2008;31/12/2010;60;01/03/2011;;1;;1.0;946588.02;600000;346588.02;600000;;;;;
35;15201;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12337/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;IMPLANTAÇÃO DO CENTRO INTERDISCIPLINAR DE ESTUDOS EM EDUCAÇÃO DA UESB – JEQUIÉ/BA. Implantar e dinamizar o Centro Interdisciplinar de Estudos em Educação com objetivo incentivar. promover. divulgar trabalhos de pesquisa. extensão e ensino. constituindo-se. em um espaço para a produção e divulgação de conhecimentos. envolvendo os vários campos de saberes que sustentam a formação e a prática docente.;111111.11;100000;11111.11;702092;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.021223/2008-71;150011.0;31/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;111111.11;100000;11111.11;100000;;;;;
36;15328;GO;ANAPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12460/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;1112580000171;UNIVERSIDADE ESTADUAL DE GOIAS;75132903;RODOVIA BR 153. 3105 - FAZENDA BARREIRO DO MEIO. ANAPOLIS - GO. CEP: 75132-903;FAZENDA BARREIRO DO MEIO;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Modernizar e equipar a biblioteca da Unidade de Goianésia da Universidade Estadual de Goiás;111112;100000;11112;702480;24;12;2008;24/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.022111/2008-38;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;111112;100000;11112;100000;;;;;
37;15435;GO;ANAPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12560/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;1112580000171;UNIVERSIDADE ESTADUAL DE GOIAS;75132903;RODOVIA BR 153. 3105 - FAZENDA BARREIRO DO MEIO. ANAPOLIS - GO. CEP: 75132-903;FAZENDA BARREIRO DO MEIO;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Apoio financeiro destinado à melhoria na infra-estrutura física da Universidade Estadual de Goiás.;1666670;1500000;166670;702162;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.022115/2008-16;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;1666670;1500000;166670;1500000;;;;;
38;15459;GO;ANAPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12580/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;1112580000171;UNIVERSIDADE ESTADUAL DE GOIAS;75132903;RODOVIA BR 153. 3105 - FAZENDA BARREIRO DO MEIO. ANAPOLIS - GO. CEP: 75132-903;FAZENDA BARREIRO DO MEIO;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Modernizar o acervo bibliográfico da Biblioteca da Unidade de Mineiros da Universidade Estadual de Goiás.;166667;150000;16667;701922;24;12;2008;24/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000022257/200883;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;166667;150000;16667;150000;;;;;
39;15478;GO;ANAPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12596/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;1112580000171;UNIVERSIDADE ESTADUAL DE GOIAS;75132903;RODOVIA BR 153. 3105 - FAZENDA BARREIRO DO MEIO. ANAPOLIS - GO. CEP: 75132-903;FAZENDA BARREIRO DO MEIO;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Modernizar os acervos bibliográficos das 42 Bibliotecas da Universidade Estadual de Goiás.;333333.5;300000;33333.5;701994;24;12;2008;24/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.022196/2008-54;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;333333.5;300000;33333.5;300000;;;;;
40;15499;GO;ANAPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12607/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;1112580000171;UNIVERSIDADE ESTADUAL DE GOIAS;75132903;RODOVIA BR 153. 3105 - FAZENDA BARREIRO DO MEIO. ANAPOLIS - GO. CEP: 75132-903;FAZENDA BARREIRO DO MEIO;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;05/11/2010;Modernizar e equipar a Universidade Estadual de Goiás. Unidades de Posse e Campos Belos. visando atender as necessidades do sistema de informação da UEG.;333333.5;300000;33333.5;701992;31;12;2008;31/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.022113/2008-27;150011.0;06/01/2009;31/12/2008;05/11/2010;194;18/05/2011;;1;;1.0;333333.5;300000;33333.5;300000;300000;;;;33333.5
41;15554;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;12658/2008;24;11;2008;24/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;ACESSIBILIDADE E INCLUSÃO DIGITAL DE PORTADORES DE NECESSIDADES ESPECIAIS NA UESB - CAMPUS DE JEQUIÉ/BA.;117069.1;100000;17069.1;702097;29;12;2008;29/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.021215/2008-25;150011.0;31/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;2.0;117069.1;100000;17069.1;100000;;;;;
42;16511;SP;SAO PAULO;3550308.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;13565/2008;26;11;2008;26/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;63025530000104;UNIVERSIDADE DE SAO PAULO;5508220;RUA DA REITORIA. 374 - BUTANTA. SAO PAULO - SP. CEP: 05508-220;BUTANTA;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;31/12/2011;Este projeto destina-se à construção da segunda fase de um Centro de Convenções. na área 2 do Campus da USP na cidade de São Carlos. que será constituído por um auditório para receber até 1200 pessoas. salas de exposições. recepção e para os trabalhos de montagem de painéis. murais e demais necessidades aos eventos que lá serão sediados. Nesta segunda fase será executada a estrutura metálica da cobertura.;1000830.91;800000;200830.91;702898;31;12;2008;31/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000022883/2008-70;150011.0;06/01/2009;31/12/2008;31/12/2011;0;31/12/2011;;1;;3.0;1000830.91;800000;200830.91;800000;;;;;
43;16761;SP;CAMPINAS;3509502.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;13805/2008;26;11;2008;26/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;46068425000133;UNIVERSIDADE ESTADUAL DE CAMPINAS;13083872;RUA DA REITORIA. S/N - CIDADE UNIVERSITARIA. CAMPINAS - SP. CEP: 13083-872;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Ampliar a oferta de medicamentos de alto custo. para atender a população que não tem condições econômicas de adquiri-los com recursos próprios.;375000;300000;75000;701438;18;12;2008;18/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.014283/2008-38;150011.0;23/12/2008;30/12/2008;31/12/2011;30;30/01/2012;;1;;4.0;375000;300000;75000;300000;;;;;
44;19013;CE;CRATO;2304202.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;15789/2008;28;11;2008;28/11/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;6740864000126;UNIVERSIDADE REGIONAL DO CARIRI URCA;63105330;RUA CEL ANTONIO LUIZ. 1161 - PIMENTA. CRATO - CE. CEP: 63105-330;PIMENTA;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;30/12/2008;31/12/2011;Apoio financeiro para aquisição de quatro veículos para a Universidade Regional do Cariri - URCA.;115000;100000;15000;702524;24;12;2008;24/12/2008;Convênio Anulado;;Publicado;NÃO;NÃO;23000.022887/2008-58;150011.0;31/12/2008;30/12/2008;31/12/2011;0;31/12/2011;;1;;2.0;115000;100000;15000;100000;;;;;
45;24174;MG;GOVERNADOR VALADARES;3127701.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;20446/2008;4;12;2008;04/12/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;20611810000191;FUNDACAO PERCIVAL FARQUHAR;35030390;RUA MOREIRA SALES - 850 - VILA BRETAS. GOVERNADOR VALADARES - MG. CEP: 35030-390;VILA BRETAS;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;31/10/2010;APOIO FINANCEIRO DESTINADO AO PROJETO EXECUTIVO DO ESTÁDIO MUNICIPAL UNIVERSITÁRIO NA UNIVERSIDADE VALE DO RIO DOCE DA FUNDAÇÃO PERCIVAL FARQUHAR. MANTENEDORA DA UNIVALE-MG.;1250000;1000000;250000;702917;31;12;2008;31/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.013479/2008-13;150011.0;06/01/2009;31/12/2008;31/10/2010;425;30/12/2011;;1;;3.0;1250000;1000000;250000;1000000;1000000;1063500;;;
46;30394;PR;GUARAPUAVA;4109401.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;26272/2008;12;12;2008;12/12/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;77902914000172;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;85015430;RUA RUA SALVATORE RENNA - PADRE SALVADOR. 875 - SANTA CRUZ. GUARAPUAVA - PR. CEP: 85015-430;SANTA CRUZ;BANCO DO BRASIL SA;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;29/06/2012;"Apoio financeiro ao programa de acessibilidade  na Universidade Estadual do Centro-Oeste.      Objetivo Geral: Adquirir equipamentos para estruturar espaços com vistas ao desenvolvimento de uma postura educacional com o sentido de promover o acesso. a freqüência e a conclusão de curso a todos os estudantes na UNICENTRO. na perspectiva da inclusão social e da democratização do ensino.   Objetivos Específicos:  1) Garantir a transitividade da comunidade. viabilizando o cumprimento da política de acessibilidade. como direito de cidadania; 2) Propor condições para maior interação na vida acadêmica. operacionalizando motivação para a elevação dos níveis de aprendizado. bem como o desenvolvimento de talentos; 3) Propiciar pelo atendimento individualizado do aluno com necessidades especiais. as condições para a sua freqüência na Universidade. promovendo sua qualificação profissional e facilitando a sua inserção no mercado de trabalho; 4) Contribuir para aumentar a eficiência e a eficácia do sistema universitário. prevenindo e minimizando a retenção e a evasão; 5) Assegurar aos estudantes os meios necessários ao pleno desempenho acadêmico e da cidadania acadêmica.";1446428.56;1157142.85;289285.71;702925;31;12;2008;31/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.016156/2008-73;150011.0;06/01/2009;31/12/2008;29/06/2012;0;29/06/2012;;1;3.0;1.0;1446428.56;1157142.85;289285.71;1157142.85;1157142.85;30183.8;;;289271.55
47;31794;PB;CAJAZEIRAS;2503704.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;27663/2008;16;12;2008;16/12/2008;26000;MINISTERIO DA EDUCACAO;CONVENIO;8798779000144;FUNDACAO DE ENSINO SUPERIOR DE CAJAZEIRAS;58900000;Rua Padre Rolim. 571 - Centro. CAJAZEIRAS - PB. CEP: 58900-000;Centro;CAIXA ECONOMICA FEDERAL;Registrada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;31/03/2011;APOIO FINANCEIRO DESTINADO À MELHORIA DE INFRA-ESTRUTURA DA FACULDADE DE FILOSOFIA. CIÊNCIAS E LETRAS DE CAJAZEIRAS - FAFIC;111111.11;100000;11111.11;702866;31;12;2008;31/12/2008;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23000.025316/2008-75;150011.0;06/01/2009;31/12/2008;31/03/2011;48;18/05/2011;;1;;2.0;111111.11;100000;11111.11;100000;100000;;;;11111.11
48;32056;CE;FORTALEZA;2304400.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;27924/2008;17;12;2008;17/12/2008;26405;INST.FED.DE EDUC..CIENC.E TEC.DO CEARA;CONVENIO;5330436000162;FUNDACAO CEARENSE DE PESQUISA E CULTURA;60020181;AVENIDA DA UNIVERSIDADE . 2995 - BENFICA. FORTALEZA - CE. CEP: 60020-181;BENFICA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;31/12/2008;30/12/2013;O objetivo geral desta proposta é a oferta dos semestres letivos dos cursos superiores de Licenciatura em Matemática e Tecnologia em Hospedagem na modalidade a distância  via Sistema Universidade Aberta do Brasil (UAB) no âmbito do CEFETCE. possibilitando aos alunos continuar nos cursos supra citados nos pólos de apoio presencial nos municípios do estado do Ceará (Aracati. Campos Sales. Caucaia (FECET  e JUREMA) . Itapipoca. Jaguaribe. Limoeiro do Norte. Meruoca. Orós. Quixeramombim. São Gonçalo. Tauá e Ubajara).;1055112.7;1055112.7;0;701619;23;12;2008;23/12/2008;Prestação de Contas em Análise;;Publicado;SIM;NÃO;23045.010540/2008-46;158133.0;31/12/2008;31/12/2008;30/12/2013;60;28/02/2014;Normal;1;;;1055112.7;1055112.7;0;1055112.7;;;;;
